                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |     138397 |     122399 |     120643 |     137849 |     132069 |     120626 |     120481 |     121123 |     120637 |     119481 |     120505
  Cycles                             |     926212 |     926212 |     926212 |     926212 |     926212 |     926212 |     926212 |     926212 |     926212 |     926212 |     926212
  IPC                                |       0.15 |       0.13 |       0.13 |       0.15 |       0.14 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
  Time (ns)                          |     348200 |     348200 |     348200 |     348200 |     348200 |     348200 |     348200 |     348200 |     348200 |     348200 |     348200
  Idle time (ns)                     |        -91 |        -91 |         99 |        720 |         -7 |        662 |        539 |         -7 |        456 |        -15 |         -0
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.2% |      -0.0% |       0.2% |       0.2% |      -0.0% |       0.1% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      30327 |      22771 |      21915 |      30264 |      27565 |      21914 |      21907 |      22138 |      21914 |      21723 |      21908
  num incorrect                      |       1519 |       1438 |       1434 |       1471 |       1443 |       1433 |       1425 |       1438 |       1434 |       1383 |       1426
  misprediction rate                 |      4.77% |      5.94% |      6.14% |      4.64% |      4.97% |      6.14% |      6.11% |      6.10% |      6.14% |      5.99% |      6.11%
  mpki                               |      10.98 |      11.75 |      11.89 |      10.67 |      10.93 |      11.88 |      11.83 |      11.87 |      11.89 |      11.58 |      11.83
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15458 |      15162 |      15154 |      15353 |      15207 |      15152 |      15130 |      15162 |      15154 |      15036 |      15133
    num misses                       |         52 |         48 |         47 |         49 |         48 |         47 |         46 |         48 |         47 |         45 |         47
    miss rate                        |      0.34% |      0.32% |      0.31% |      0.32% |      0.32% |      0.31% |      0.30% |      0.32% |      0.31% |      0.30% |      0.31%
    mpki                             |       0.38 |       0.39 |       0.39 |       0.36 |       0.36 |       0.39 |       0.38 |       0.40 |       0.39 |       0.38 |       0.39
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40209 |      39846 |      39793 |      39994 |      39846 |      39803 |      39737 |      39846 |      39807 |      39595 |      39749
    num misses                       |         72 |         71 |         71 |         71 |         71 |         71 |         71 |         71 |         71 |         71 |         71
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.52 |       0.58 |       0.59 |       0.52 |       0.54 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
