                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   40120773 |   40120763 |   40121166 |   40121398 |   40121259 |   40121706 |   40121264 |   40121279 |   40121229 |   40121111 |   40120972 |   40120865 |   40120943 |   40120958 |   40120866
  Cycles                             |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272 |  200535272
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200 |   75389200
  Idle time (ns)                     |        -53 |         10 |        -38 |         79 |         56 |        -57 |         53 |         37 |        -57 |         88 |         37 |         98 |         53 |        -53 |         -9
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021910 |   10021910 |   10021950 |   10021977 |   10021961 |   10022006 |   10021961 |   10021963 |   10021957 |   10021944 |   10021927 |   10021916 |   10021926 |   10021927 |   10021916
  num incorrect                      |       1444 |       1444 |       1473 |       1488 |       1475 |       1519 |       1476 |       1477 |       1473 |       1470 |       1457 |       1451 |       1455 |       1456 |       1451
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   20015175 |   20015174 |   20015241 |   20015280 |   20015252 |   20015334 |   20015253 |   20015256 |   20015250 |   20015228 |   20015196 |   20015186 |   20015191 |   20015195 |   20015186
    num misses                       |         49 |         49 |         49 |         50 |         49 |         52 |         49 |         50 |         49 |         49 |         49 |         49 |         49 |         49 |         49
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39857 |      39857 |      40011 |      40125 |      40059 |      40229 |      40060 |      40064 |      40039 |      39996 |      39941 |      39903 |      39933 |      39936 |      39903
    num misses                       |         73 |         73 |         73 |         74 |         73 |         74 |         74 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        122 |        122 |        122 |        124 |        122 |        126 |        123 |        124 |        122 |        122 |        122 |        122 |        122 |        122 |        122
    num misses                       |        118 |        118 |        118 |        120 |        118 |        122 |        119 |        120 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     96.72% |     96.72% |     96.72% |     96.77% |     96.72% |     96.83% |     96.75% |     96.77% |     96.72% |     96.72% |     96.72% |     96.72% |     96.72% |     96.72% |     96.72%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20015175 |   20015174 |   20015241 |   20015280 |   20015252 |   20015334 |   20015253 |   20015256 |   20015250 |   20015228 |   20015196 |   20015186 |   20015191 |   20015195 |   20015186
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39857 |      39857 |      40011 |      40125 |      40059 |      40229 |      40060 |      40064 |      40039 |      39996 |      39941 |      39903 |      39933 |      39936 |      39903
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
