                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   60103333 |   60096436 |   60090748 |   60121650 |   60091642 |   60112210 |   60092434 |   60098488 |   60093970 |   60088708 |   60092152
  Cycles                             |  221019400 |  221019400 |  221019400 |  221019400 |  221019400 |  221019400 |  221019400 |  221019400 |  221019400 |  221019400 |  221019400
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   83090000 |   83090000 |   83090000 |   83090000 |   83090000 |   83090000 |   83090000 |   83090000 |   83090000 |   83090000 |   83090000
  Idle time (ns)                     |         85 |         18 |         64 |        -28 |        -28 |         64 |          5 |         79 |        120 |         12 |         51
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10019021 |   10017871 |   10016923 |   10022009 |   10017072 |   10020500 |   10017204 |   10018213 |   10017461 |   10016583 |   10017157
  num incorrect                      |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      39846 |      39846 |      40223 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num misses                       |         75 |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        118 |        118 |        118 |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     95.93% |     95.93% |     95.93% |     96.09% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
