                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   60075538 |   60121699 |   60080287 |   60106710 |   60080544 |   60083292 |   60076276 |   60076770 |   60107512 |   60078630 |   60120828 |   60075254 |   60114694 |   60077297 |   60074518 |   60074869
  Cycles                             |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024 |  321212024
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400 |  120756400
  Idle time (ns)                     |        -23 |        -58 |        -26 |        137 |        -58 |        109 |        -26 |        102 |        -41 |         80 |        924 |         95 |         47 |         74 |         47 |        122
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10014389 |   10022010 |   10015180 |   10019584 |   10015223 |   10015681 |   10014512 |   10014595 |   10019718 |   10014904 |   10021920 |   10014341 |   10020915 |   10014682 |   10014219 |   10014278
  num incorrect                      |       1440 |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1450 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15184 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         49 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39845 |      40245 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39899 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |        158 |        159 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158
    miss rate                        |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        206 |        211 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        207 |        206 |        206 |        206 |        206 |        206
    num misses                       |        122 |        127 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        123 |        122 |        122 |        122 |        122 |        122
