                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    miss rate                        |     59.22% |     60.19% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.42% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15184 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       7256 |       5462 |       7052 |       5874 |       7001 |       6806 |       7097 |       7097 |       6117 |       6799 |       5642 |       7136 |       5647 |       6953 |       7050 |       6832
    miss rate                        |     47.85% |     35.62% |     46.50% |     38.74% |     46.17% |     44.88% |     46.80% |     46.80% |     40.34% |     44.84% |     37.16% |     47.06% |     37.24% |     45.85% |     46.49% |     45.05%
    mpki                             |       0.12 |       0.09 |       0.12 |       0.10 |       0.12 |       0.11 |       0.12 |       0.12 |       0.10 |       0.11 |       0.09 |       0.12 |       0.09 |       0.12 |       0.12 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      40245 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39899 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |      10473 |       8467 |      10247 |       8886 |      10235 |       9943 |      10341 |      10331 |       8953 |      10123 |       8654 |      10348 |       8646 |      10238 |      10344 |       9960
    miss rate                        |     26.28% |     21.04% |     25.72% |     22.30% |     25.69% |     24.95% |     25.95% |     25.93% |     22.47% |     25.41% |     21.69% |     25.97% |     21.70% |     25.69% |     25.96% |     25.00%
    mpki                             |       0.17 |       0.14 |       0.17 |       0.15 |       0.17 |       0.17 |       0.17 |       0.17 |       0.15 |       0.17 |       0.14 |       0.17 |       0.14 |       0.17 |       0.17 |       0.17
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      17759 |      13964 |      17330 |      14792 |      17266 |      16780 |      17468 |      17458 |      15099 |      16954 |      14329 |      17515 |      14327 |      17224 |      17424 |      16825
    num cache misses                 |      15466 |      11528 |      15103 |      12223 |      15044 |      14568 |      15183 |      15166 |      12451 |      14905 |      11865 |      15247 |      11805 |      15165 |      15125 |      14677
    miss rate                        |     87.09% |     82.56% |     87.15% |     82.63% |     87.13% |     86.82% |     86.92% |     86.87% |     82.46% |     87.91% |     82.80% |     87.05% |     82.40% |     88.05% |     86.81% |     87.23%
    mpki                             |       0.26 |       0.19 |       0.25 |       0.20 |       0.25 |       0.24 |       0.25 |       0.25 |       0.21 |       0.25 |       0.20 |       0.25 |       0.20 |       0.25 |       0.25 |       0.24
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15497 |      11565 |      15134 |      12258 |      15075 |      14599 |      15214 |      15199 |      12482 |      14937 |      11901 |      15278 |      11841 |      15198 |      15156 |      14710
    num cache misses                 |       2726 |       2729 |       2721 |       2684 |       2716 |       2710 |       2730 |       2727 |       2677 |       2728 |       2675 |       2716 |       2680 |       2716 |       2708 |       2726
    miss rate                        |     17.59% |     23.60% |     17.98% |     21.90% |     18.02% |     18.56% |     17.94% |     17.94% |     21.45% |     18.26% |     22.48% |     17.78% |     22.63% |     17.87% |     17.87% |     18.53%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      43895 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.61 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      40.18 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1418 |       1354 |       1406 |       1382 |       1408 |       1407 |       1425 |       1422 |       1374 |       1414 |       1358 |       1425 |       1363 |       1408 |       1411 |       1419
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
