                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   39515076 |   39520709 |   39502397 |   40121380 |   39504465 |   40121679 |   39514985
  Cycles                             |   93121280 |   93121280 |   93121280 |   93121280 |   93121280 |   93121280 |   93121280
  IPC                                |       0.42 |       0.42 |       0.42 |       0.43 |       0.42 |       0.43 |       0.42
  Time (ns)                          |   35008000 |   35008000 |   35008000 |   35008000 |   35008000 |   35008000 |   35008000
  Idle time (ns)                     |       -135 |        -66 |        -75 |         22 |       -134 |       -134 |        -75
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |    9870472 |    9871908 |    9867331 |   10021973 |    9867847 |   10022006 |    9870476
  num incorrect                      |       1442 |       1442 |       1442 |       1487 |       1442 |       1519 |       1442
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |   19712290 |   19715162 |   19706009 |   20015277 |   19707041 |   20015334 |   19712299
    num misses                       |         48 |         48 |         48 |         50 |         48 |         52 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      39847 |      39847 |      39847 |      40076 |      39847 |      40213 |      39847
    num misses                       |         73 |         73 |         73 |         74 |         73 |         74 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        121 |        124 |        121 |        126 |        121
    num misses                       |        117 |        117 |        117 |        120 |        117 |        122 |        117
    miss rate                        |     96.69% |     96.69% |     96.69% |     96.77% |     96.69% |     96.83% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |   19712290 |   19715162 |   19706009 |   20015277 |   19707041 |   20015334 |   19712299
    num cache misses                 |     650990 |     650586 |     650380 |     650763 |     650664 |     650830 |     650616
    miss rate                        |      3.30% |      3.30% |      3.30% |      3.25% |      3.30% |      3.25% |      3.30%
    mpki                             |      16.47 |      16.46 |      16.46 |      16.22 |      16.47 |      16.22 |      16.47
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      39847 |      39847 |      40076 |      39847 |      40213 |      39847
    num cache misses                 |       4455 |       4337 |       4300 |       4466 |       4442 |       4576 |       4407
    miss rate                        |     11.18% |     10.88% |     10.79% |     11.14% |     11.15% |     11.38% |     11.06%
    mpki                             |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |     655476 |     654955 |     654712 |     655262 |     655138 |     655440 |     655055
    num cache misses                 |       3475 |       3432 |       3435 |       3522 |       3475 |       3572 |       3444
    miss rate                        |      0.53% |      0.52% |      0.52% |      0.54% |      0.53% |      0.54% |      0.53%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3511 |       3468 |       3471 |       3559 |       3511 |       3610 |       3480
    num cache misses                 |       2414 |       2414 |       2414 |       2448 |       2414 |       2481 |       2414
    miss rate                        |     68.76% |     69.61% |     69.55% |     68.78% |     68.76% |     68.73% |     69.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      16999 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      76.20 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      22.77 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1138 |       1135 |       1142 |       1138 |       1139 |       1144 |       1134
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
