                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   12616729 |   12621641 |   12617132 |   12612240 |   12618252 |   12621191
  Cycles                             |   25595052 |   25595052 |   25595052 |   25595052 |   25595052 |   25595052
  IPC                                |       0.49 |       0.49 |       0.49 |       0.49 |       0.49 |       0.49
  Time (ns)                          |    9622200 |    9622200 |    9622200 |    9622200 |    9622200 |    9622200
  Idle time (ns)                     |         21 |         -9 |         -9 |         41 |         33 |        158
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2521121 |    2522009 |    2521203 |    2520226 |    2521429 |    2521959
  num incorrect                      |       1440 |       1516 |       1440 |       1440 |       1440 |       1472
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.12
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      15164 |      15333 |      15164 |      15164 |      15164 |      15249
    num misses                       |         48 |         52 |         48 |         48 |         48 |         49
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |      39841 |      40207 |      39841 |      39841 |      39841 |      40041
    num misses                       |         73 |         74 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        121 |        126 |        121 |        121 |        121 |        122
    num misses                       |        116 |        121 |        116 |        116 |        116 |        117
    miss rate                        |     95.87% |     96.03% |     95.87% |     95.87% |     95.87% |     95.90%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      15164 |      15333 |      15164 |      15164 |      15164 |      15249
    num cache misses                 |       4568 |       4645 |       4753 |       4488 |       4726 |       4656
    miss rate                        |     30.12% |     30.29% |     31.34% |     29.60% |     31.17% |     30.53%
    mpki                             |       0.36 |       0.37 |       0.38 |       0.36 |       0.37 |       0.37
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |      39841 |      40207 |      39841 |      39841 |      39841 |      40041
    num cache misses                 |       3933 |       4020 |       4014 |       3868 |       4013 |       3995
    miss rate                        |      9.87% |     10.00% |     10.08% |      9.71% |     10.07% |      9.98%
    mpki                             |       0.31 |       0.32 |       0.32 |       0.31 |       0.32 |       0.32
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |       8532 |       8698 |       8798 |       8388 |       8771 |       8684
    num cache misses                 |       3340 |       3444 |       3345 |       3326 |       3360 |       3396
    miss rate                        |     39.15% |     39.60% |     38.02% |     39.65% |     38.31% |     39.11%
    mpki                             |       0.26 |       0.27 |       0.27 |       0.26 |       0.27 |       0.27
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |       3377 |       3482 |       3382 |       3364 |       3397 |       3433
    num cache misses                 |       2414 |       2481 |       2414 |       2414 |       2414 |       2437
    miss rate                        |     71.48% |     71.25% |     71.38% |     71.76% |     71.06% |     70.99%
    mpki                             |       0.19 |       0.20 |       0.19 |       0.19 |       0.19 |       0.19
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      14574 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      75.98 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      22.55 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       1136 |       1147 |       1134 |       1130 |       1137 |       1136
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
