                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    miss rate                        |      0.32% |      0.30% |      0.28% |      0.28% |      0.28% |      0.28% |      0.28% |      0.34% |      0.28% |      0.32% |      0.30% |      0.28%
    mpki                             |       0.40 |       0.38 |       0.36 |       0.36 |       0.36 |       0.35 |       0.35 |       0.43 |       0.35 |       0.40 |       0.38 |       0.35
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39952 |      39652 |      38973 |      39020 |      39151 |      38919 |      38803 |      40209 |      38560 |      39971 |      39490 |      38897
    num misses                       |         76 |         76 |         70 |         73 |         74 |         70 |         70 |         77 |         70 |         76 |         75 |         70
    miss rate                        |      0.19% |      0.19% |      0.18% |      0.19% |      0.19% |      0.18% |      0.18% |      0.19% |      0.18% |      0.19% |      0.19% |      0.18%
    mpki                             |       0.63 |       0.63 |       0.60 |       0.62 |       0.63 |       0.60 |       0.60 |       0.63 |       0.60 |       0.63 |       0.63 |       0.60
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        121 |        112 |        115 |        116 |        111 |        111 |        129 |        111 |        125 |        120 |        111
    num misses                       |        119 |        115 |        109 |        111 |        111 |        108 |        108 |        123 |        108 |        119 |        114 |        108
    miss rate                        |     95.20% |     95.04% |     97.32% |     96.52% |     95.69% |     97.30% |     97.30% |     95.35% |     97.30% |     95.20% |     95.00% |     97.30%
    mpki                             |       0.98 |       0.96 |       0.93 |       0.94 |       0.94 |       0.92 |       0.92 |       1.01 |       0.93 |       0.98 |       0.96 |       0.92
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15209 |      15068 |      14866 |      14873 |      14906 |      14850 |      14800 |      15330 |      14738 |      15220 |      14995 |      14829
    num cache misses                 |       5769 |       6497 |       6550 |       5910 |       6513 |       6381 |       6018 |       5292 |       6076 |       5543 |       6252 |       6198
    miss rate                        |     37.93% |     43.12% |     44.06% |     39.74% |     43.69% |     42.97% |     40.66% |     34.52% |     41.23% |     36.42% |     41.69% |     41.80%
    mpki                             |      47.68 |      54.18 |      55.76 |      50.29 |      55.22 |      54.37 |      51.40 |      43.51 |      52.17 |      45.79 |      52.63 |      52.86
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39952 |      39652 |      38973 |      39020 |      39151 |      38919 |      38803 |      40209 |      38560 |      39971 |      39490 |      38897
    num cache misses                 |       7663 |       8146 |       8297 |       8000 |       8345 |       8174 |       8036 |       7360 |       8021 |       7709 |       8158 |       8046
    miss rate                        |     19.18% |     20.54% |     21.29% |     20.50% |     21.31% |     21.00% |     20.71% |     18.30% |     20.80% |     19.29% |     20.66% |     20.69%
    mpki                             |      63.34 |      67.93 |      70.64 |      68.07 |      70.75 |      69.65 |      68.64 |      60.51 |      68.88 |      63.69 |      68.67 |      68.61
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13467 |      14677 |      14880 |      13943 |      14891 |      14587 |      14085 |      12689 |      14129 |      13286 |      14441 |      14277
    num cache misses                 |      11331 |      11838 |      11863 |      11676 |      12096 |      11969 |      11504 |      10653 |      11557 |      11110 |      11841 |      11516
    miss rate                        |     84.14% |     80.66% |     79.72% |     83.74% |     81.23% |     82.05% |     81.68% |     83.95% |     81.80% |     83.62% |     82.00% |     80.66%
    mpki                             |      93.65 |      98.72 |     101.00 |      99.35 |     102.55 |     101.99 |      98.26 |      87.58 |      99.24 |      91.78 |      99.67 |      98.21
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11366 |      11872 |      11898 |      11709 |      12129 |      12003 |      11537 |      10691 |      11591 |      11145 |      11872 |      11551
    num cache misses                 |       2574 |       2506 |       2466 |       2467 |       2483 |       2456 |       2452 |       2615 |       2437 |       2577 |       2494 |       2442
    miss rate                        |     22.65% |     21.11% |     20.73% |     21.07% |     20.47% |     20.46% |     21.25% |     24.46% |     21.02% |     23.12% |     21.01% |     21.14%
    mpki                             |      21.27 |      20.90 |      20.99 |      20.99 |      21.05 |      20.93 |      20.94 |      21.50 |      20.93 |      21.29 |      20.99 |      20.82
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      30325 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      92.94 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.51 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     70.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1276 |       1284 |       1280 |       1273 |       1288 |       1269 |       1286 |       1274 |       1270 |       1287 |       1271 |       1266
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
