                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
    num cache misses                 |       3611 |       3564 |       3603 |       3577 |       3586 |       3572 |       3605 |       3560 |       3614 |       3536
    miss rate                        |      0.37% |      0.34% |      0.35% |      0.34% |      0.34% |      0.34% |      0.34% |      0.34% |      0.34% |      0.33%
    mpki                             |       0.36 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.37 |       0.36
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      36480 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      74.82 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      21.39 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2033 |       2085 |       2148 |       2114 |       2101 |       2090 |       2151 |       2076 |       2156 |       2055
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
