                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |    9979041 |    9720435 |    9779541 |    9702048 |    9771802 |    9682455 |    9695440 |    9699597 |    9683350 |    9700105
  Cycles                             |   62703648 |   62703648 |   62703648 |   62703648 |   62703648 |   62703648 |   62703648 |   62703648 |   62703648 |   62703648
  IPC                                |       0.16 |       0.16 |       0.16 |       0.15 |       0.16 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
  Time (ns)                          |   23572800 |   23572800 |   23572800 |   23572800 |   23572800 |   23572800 |   23572800 |   23572800 |   23572800 |   23572800
  Idle time (ns)                     |        -31 |         74 |         74 |         -1 |        -10 |         68 |        -31 |         47 |        115 |        129
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |     301064 |     293823 |     295461 |     293315 |     295247 |     292771 |     293131 |     293247 |     292797 |     293261
  num incorrect                      |       1544 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467
  misprediction rate                 |      0.51% |      0.50% |      0.49% |      0.50% |      0.49% |      0.50% |      0.50% |      0.50% |      0.50% |      0.50%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1097185 |    1068891 |    1075343 |    1066886 |    1074499 |    1064746 |    1066163 |    1066618 |    1064845 |    1066674
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4596297 |    4477369 |    4504564 |    4468911 |    4501003 |    4459892 |    4465850 |    4467777 |    4460305 |    4468015
    num misses                       |         94 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        146 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140 |        140
    num misses                       |        134 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129 |        129
    miss rate                        |     91.78% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1097185 |    1068891 |    1075343 |    1066886 |    1074499 |    1064746 |    1066163 |    1066618 |    1064845 |    1066674
    num cache misses                 |     375190 |     360690 |     357726 |     353433 |     353190 |     349304 |     347599 |     347732 |     345828 |     346489
    miss rate                        |     34.20% |     33.74% |     33.27% |     33.13% |     32.87% |     32.81% |     32.60% |     32.60% |     32.48% |     32.48%
    mpki                             |      37.60 |      37.11 |      36.58 |      36.43 |      36.14 |      36.08 |      35.85 |      35.85 |      35.71 |      35.72
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4596297 |    4477369 |    4504564 |    4468911 |    4501003 |    4459892 |    4465850 |    4467777 |    4460305 |    4468015
    num cache misses                 |     900682 |    1056183 |     946712 |    1075340 |     947505 |    1077782 |    1076695 |    1075872 |    1068546 |    1078572
    miss rate                        |     19.60% |     23.59% |     21.02% |     24.06% |     21.05% |     24.17% |     24.11% |     24.08% |     23.96% |     24.14%
    mpki                             |      90.26 |     108.66 |      96.81 |     110.84 |      96.96 |     111.31 |     111.05 |     110.92 |     110.35 |     111.19
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1275918 |    1416915 |    1304485 |    1428814 |    1300739 |    1427128 |    1424338 |    1423650 |    1414418 |    1425102
    num cache misses                 |     988232 |    1045613 |    1042809 |    1051847 |    1048008 |    1054205 |    1054382 |    1054431 |    1056168 |    1055746
    miss rate                        |     77.45% |     73.80% |     79.94% |     73.62% |     80.57% |     73.87% |     74.03% |     74.07% |     74.67% |     74.08%
    mpki                             |      99.03 |     107.57 |     106.63 |     108.41 |     107.25 |     108.88 |     108.75 |     108.71 |     109.07 |     108.84
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     988279 |    1045657 |    1042858 |    1051888 |    1048054 |    1054248 |    1054428 |    1054479 |    1056214 |    1055787
