                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   70121569 |   70121703 |   70121605 |   70121621 |   70121635 |   70121617 |   70121338 |   70121364 |   70121293 |   70121203 |   70121245
  Cycles                             |  440388536 |  440388536 |  440388536 |  440388536 |  440388536 |  440388536 |  440388536 |  440388536 |  440388536 |  440388536 |  440388536
  IPC                                |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Time (ns)                          |  165559600 |  165559600 |  165559600 |  165559600 |  165559600 |  165559600 |  165559600 |  165559600 |  165559600 |  165559600 |  165559600
  Idle time (ns)                     |        -16 |        -76 |         25 |         -4 |        -39 |        -22 |          2 |        -76 |          2 |        -16 |        -42
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021993 |   10022008 |   10021999 |   10022000 |   10022001 |   10021999 |   10021965 |   10021969 |   10021961 |   10021951 |   10021956
  num incorrect                      |       1503 |       1519 |       1509 |       1510 |       1512 |       1510 |       1481 |       1481 |       1476 |       1474 |       1474
  misprediction rate                 |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15314 |      15340 |      15324 |      15328 |      15330 |      15328 |      15267 |      15272 |      15258 |      15246 |      15252
    num misses                       |         51 |         52 |         51 |         51 |         51 |         51 |         50 |         50 |         49 |         49 |         49
    miss rate                        |      0.33% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
