                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   70120886 |   70117159 |   70115592 |   70118370 |   70120216 |   70121732 |   70119778
  Cycles                             |  280644098 |  280644098 |  280644098 |  280644098 |  280644098 |  280644098 |  280644098
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |  105505300 |  105505300 |  105505300 |  105505300 |  105505300 |  105505300 |  105505300
  Idle time (ns)                     |         41 |        -11 |        -11 |        -45 |         15 |        -45 |         34
  Idle time (%)                      |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |   10021915 |   10021390 |   10021165 |   10021563 |   10021827 |   10022008 |   10021763
  num incorrect                      |       1452 |       1443 |       1443 |       1443 |       1443 |       1519 |       1443
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15190 |      15171 |      15171 |      15171 |      15171 |      15340 |      15171
    num misses                       |         49 |         48 |         48 |         48 |         48 |         52 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |   60039917 |   60036738 |   60035392 |   60037779 |   60039362 |   60040245 |   60038980
    num misses                       |         79 |         79 |         79 |         79 |         79 |         80 |         79
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        128 |        127 |        127 |        127 |        127 |        132 |        127
    num misses                       |        117 |        116 |        116 |        116 |        116 |        121 |        116
    miss rate                        |     91.41% |     91.34% |     91.34% |     91.34% |     91.34% |     91.67% |     91.34%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15190 |      15171 |      15171 |      15171 |      15171 |      15340 |      15171
    num cache misses                 |       5328 |       4819 |       4644 |       5223 |       5206 |       5072 |       5281
    miss rate                        |     35.08% |     31.76% |     30.61% |     34.43% |     34.32% |     33.06% |     34.81%
    mpki                             |       0.08 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |   60039917 |   60036738 |   60035392 |   60037779 |   60039362 |   60040245 |   60038980
    num cache misses                 |       4569 |       4294 |       4212 |       4517 |       4535 |       4458 |       4591
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9931 |       9145 |       8888 |       9773 |       9774 |       9566 |       9906
    num cache misses                 |       3700 |       3646 |       3621 |       3716 |       3691 |       3777 |       3712
    miss rate                        |     37.26% |     39.87% |     40.74% |     38.02% |     37.76% |     39.48% |     37.47%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3734 |       3681 |       3655 |       3749 |       3724 |       3815 |       3746
    num cache misses                 |       2431 |       2418 |       2418 |       2418 |       2418 |       2490 |       2418
    miss rate                        |     65.10% |     65.69% |     66.16% |     64.50% |     64.93% |     65.27% |     64.55%
    mpki                             |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      17020 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.82 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      26.39 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1139 |       1140 |       1142 |       1146 |       1143 |       1151 |       1144
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
