                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   40116819 |   40103157 |   40117509 |   40104905 |   40112897 |   40104885 |   40121699 |   40102476 |   40117172 |   40103397 |   40101481 |   40100794
  Cycles                             |  160957664 |  160957664 |  160957664 |  160957664 |  160957664 |  160957664 |  160957664 |  160957664 |  160957664 |  160957664 |  160957664 |  160957664
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   60510400 |   60510400 |   60510400 |   60510400 |   60510400 |   60510400 |   60510400 |   60510400 |   60510400 |   60510400 |   60510400 |   60510400
  Idle time (ns)                     |         51 |         -5 |        127 |        104 |         85 |         51 |        -23 |         -5 |        104 |         85 |        -23 |         45
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10020946 |   10017531 |   10021120 |   10017968 |   10019966 |   10017964 |   10022008 |   10017360 |   10021034 |   10017590 |   10017112 |   10016940
  num incorrect                      |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40239 |      39839 |      39839 |      39839 |      39839 |      39839
