                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num misses                       |         75 |         75 |         75 |         75 |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        123 |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123
    num misses                       |        116 |        116 |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165
    num cache misses                 |       6563 |       6564 |       5835 |       6521 |       6048 |       6433 |       5793 |       6657 |       5874 |       6616 |       6184 |       6674
    miss rate                        |     43.28% |     43.28% |     38.48% |     43.00% |     39.88% |     42.42% |     37.78% |     43.90% |     38.73% |     43.63% |     40.78% |     44.01%
    mpki                             |       0.16 |       0.16 |       0.15 |       0.16 |       0.15 |       0.16 |       0.14 |       0.17 |       0.15 |       0.16 |       0.15 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40239 |      39839 |      39839 |      39839 |      39839 |      39839
    num cache misses                 |       8576 |       8596 |       8377 |       8520 |       8474 |       8543 |       8144 |       8592 |       8161 |       8744 |       8424 |       8761
    miss rate                        |     21.53% |     21.58% |     21.03% |     21.39% |     21.27% |     21.44% |     20.24% |     21.57% |     20.48% |     21.95% |     21.15% |     21.99%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.20 |       0.21 |       0.20 |       0.22 |       0.21 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15171 |      15192 |      14243 |      15072 |      14553 |      15007 |      13971 |      15279 |      14066 |      15392 |      14641 |      15467
    num cache misses                 |      12143 |      12060 |      11939 |      12271 |      12184 |      12357 |      11725 |      12134 |      11697 |      12363 |      11667 |      12363
    miss rate                        |     80.04% |     79.38% |     83.82% |     81.42% |     83.72% |     82.34% |     83.92% |     79.42% |     83.16% |     80.32% |     79.69% |     79.93%
    mpki                             |       0.30 |       0.30 |       0.30 |       0.31 |       0.30 |       0.31 |       0.29 |       0.30 |       0.29 |       0.31 |       0.29 |       0.31
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12176 |      12094 |      11973 |      12303 |      12216 |      12389 |      11762 |      12167 |      11732 |      12395 |      11700 |      12396
    num cache misses                 |       2594 |       2604 |       2592 |       2592 |       2607 |       2607 |       2653 |       2600 |       2599 |       2601 |       2589 |       2595
    miss rate                        |     21.30% |     21.53% |     21.65% |     21.07% |     21.34% |     21.04% |     22.56% |     21.37% |     22.15% |     20.98% |     22.13% |     20.93%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31746 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      94.43 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      41.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1321 |       1341 |       1317 |       1318 |       1335 |       1333 |       1301 |       1331 |       1319 |       1333 |       1320 |       1321
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
