                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |   40121074 |   40120990 |   40121060 |   40120976 |   40120878 |   40120881 |   40120523 |   40121210 |   40121737 |   40121256 |   40121263 |   40121221 |   40121273
  Cycles                             |  173802272 |  173802272 |  173802272 |  173802272 |  173802272 |  173802272 |  173802272 |  173802272 |  173802272 |  173802272 |  173802272 |  173802272 |  173802272
  IPC                                |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Time (ns)                          |   65339200 |   65339200 |   65339200 |   65339200 |   65339200 |   65339200 |   65339200 |   65339200 |   65339200 |   65339200 |   65339200 |   65339200 |   65339200
  Idle time (ns)                     |        -22 |        -45 |        -32 |        -61 |         71 |        -24 |        -24 |         53 |        -72 |         71 |         66 |         51 |        -45
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021936 |   10021928 |   10021934 |   10021927 |   10021918 |   10021918 |   10021859 |   10021955 |   10022006 |   10021961 |   10021961 |   10021957 |   10021963
  num incorrect                      |       1469 |       1458 |       1469 |       1457 |       1452 |       1453 |       1442 |       1473 |       1519 |       1475 |       1476 |       1473 |       1476
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   20015221 |   20015198 |   20015217 |   20015197 |   20015186 |   20015186 |   20015065 |   20015248 |   20015334 |   20015252 |   20015253 |   20015249 |   20015255
    num misses                       |         49 |         49 |         49 |         49 |         49 |         49 |         48 |         49 |         52 |         49 |         49 |         49 |         50
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39967 |      39953 |      39972 |      39944 |      39903 |      39909 |      39847 |      40037 |      40245 |      40058 |      40060 |      40043 |      40062
    num misses                       |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         74 |         73 |         74 |         73 |         74
